text,emotion_code,scenario,speaker_role,sarcasm,ring_level,iaa_score,emotion_cause,conversation_id,turn_number,timestamp
"Fantastic, more work.",joy,online_debate,partner,1,2,0.897,Reaction to friendship,conv_2990,8,2026-05-02T06:19:00.043675
This is amazing!,anno,workplace,stranger,0,1,0.572,Reaction to online_debate,conv_9436,10,2026-05-02T06:19:00.032586
BLIND RAGE!,rage,education,agent,0,3,0.893,Reaction to friendship,conv_1187,1,2026-05-02T06:19:00.048408
Best day ever!,pens,romance,agent,0,1,0.636,Reaction to workplace,conv_7138,6,2026-05-02T06:19:00.031477
ABSOLUTELY DESPISE THIS!,loat,customer_service,agent,0,3,0.768,Reaction to friendship,conv_9403,10,2026-05-02T06:19:00.048169
So happy about this!,sere,education,agent,0,1,0.668,Reaction to education,conv_3826,11,2026-05-02T06:19:00.030514
Full of affection.,love,online_debate,agent,0,1,0.665,Reaction to workplace,conv_1490,2,2026-05-02T06:19:00.049224
So happy about this!,opti,romance,friend,0,1,0.605,Reaction to friendship,conv_4966,7,2026-05-02T06:19:00.043485
This is amazing!,surp,friendship,partner,0,2,0.862,Reaction to education,conv_3837,8,2026-05-02T06:19:00.044940
Scanning for threats.,vigi,friendship,partner,0,3,0.864,Reaction to education,conv_9871,6,2026-05-02T06:19:00.049015
Didn't see that coming!,supr,customer_service,friend,0,2,0.754,Reaction to friendship,conv_8276,3,2026-05-02T06:19:00.051644
Best day ever!,cont,healthcare,partner,0,1,0.758,Reaction to romance,conv_3628,12,2026-05-02T06:19:00.051044
Best day ever!,cont,friendship,agent,0,1,0.78,Reaction to family,conv_7322,9,2026-05-02T06:19:00.050972
HYPERVIGILANT.,vigi,online_debate,partner,0,3,0.885,Reaction to friendship,conv_6874,7,2026-05-02T06:19:00.048755
So happy about this!,dist,education,stranger,0,1,0.794,Reaction to education,conv_1682,2,2026-05-02T06:19:00.031232
BEST DAY OF MY LIFE!,ecst,family,friend,0,3,0.833,Reaction to workplace,conv_6202,11,2026-05-02T06:19:00.046693
So happy about this!,dist,customer_service,stranger,0,1,0.571,Reaction to online_debate,conv_9913,11,2026-05-02T06:19:00.030992
This is amazing!,sere,workplace,stranger,0,1,0.731,Reaction to romance,conv_3059,1,2026-05-02T06:19:00.030473
REVOLTED!,loat,romance,stranger,0,3,0.835,Reaction to family,conv_7568,10,2026-05-02T06:19:00.048157
So happy about this!,appr,romance,friend,0,2,0.75,Reaction to romance,conv_8565,9,2026-05-02T06:19:00.046311
So happy about this!,remo,family,stranger,0,1,0.64,Reaction to family,conv_2470,9,2026-05-02T06:19:00.050603
So happy about this!,inte,family,partner,0,1,0.625,Reaction to friendship,conv_3486,7,2026-05-02T06:19:00.032355
Drowning in sorrow.,grie,healthcare,agent,0,3,0.673,Reaction to education,conv_1538,2,2026-05-02T06:19:00.047933
This is amazing!,sadn,romance,stranger,0,2,0.748,Reaction to education,conv_5680,8,2026-05-02T06:19:00.045260
This is amazing!,ange,workplace,stranger,0,2,0.775,Reaction to education,conv_7276,2,2026-05-02T06:19:00.045916
Best day ever!,pens,customer_service,user,0,1,0.743,Reaction to healthcare,conv_8910,8,2026-05-02T06:19:00.031632
Best day ever!,surp,friendship,agent,0,2,0.727,Reaction to customer_service,conv_1691,11,2026-05-02T06:19:00.044725
This is amazing!,inte,family,friend,0,1,0.692,Reaction to online_debate,conv_3469,7,2026-05-02T06:19:00.032276
So happy about this!,disa,education,partner,0,1,0.722,Reaction to family,conv_1402,10,2026-05-02T06:19:00.050085
ABSOLUTELY DESPISE THIS!,loat,workplace,friend,0,3,0.834,Reaction to customer_service,conv_4935,8,2026-05-02T06:19:00.048151
On high alert.,vigi,workplace,agent,0,3,0.941,Reaction to online_debate,conv_8663,7,2026-05-02T06:19:00.048749
So happy about this!,cont,friendship,friend,0,1,0.665,Reaction to education,conv_9345,10,2026-05-02T06:19:00.050778
HATE EVERY FIBER!,loat,customer_service,partner,0,3,0.718,Reaction to family,conv_2767,10,2026-05-02T06:19:00.048357
This is amazing!,remo,family,agent,0,1,0.65,Reaction to workplace,conv_6612,3,2026-05-02T06:19:00.050473
So happy about this!,admi,education,friend,0,3,0.901,Reaction to romance,conv_8670,6,2026-05-02T06:19:00.046858
HYPERVIGILANT.,vigi,workplace,partner,0,3,0.919,Reaction to education,conv_7139,12,2026-05-02T06:19:00.048992
This is amazing!,ange,education,agent,0,2,0.719,Reaction to romance,conv_2634,7,2026-05-02T06:19:00.045701
This is amazing!,admi,friendship,partner,0,3,0.676,Reaction to education,conv_3228,7,2026-05-02T06:19:00.047013
This is amazing!,inte,friendship,friend,0,1,0.582,Reaction to workplace,conv_6071,3,2026-05-02T06:19:00.032147
Best day ever!,disa,romance,agent,0,1,0.685,Reaction to family,conv_1507,11,2026-05-02T06:19:00.050329
So happy about this!,cont,education,partner,0,1,0.6,Reaction to online_debate,conv_2604,11,2026-05-02T06:19:00.050821
What a surprise!,supr,customer_service,agent,0,2,0.755,Reaction to healthcare,conv_8566,12,2026-05-02T06:19:00.051472
ABSOLUTELY FURIOUS!,rage,education,partner,0,3,0.653,Reaction to workplace,conv_4260,12,2026-05-02T06:19:00.048431
BEST DAY OF MY LIFE!,ecst,customer_service,stranger,0,3,0.946,Reaction to education,conv_2158,4,2026-05-02T06:19:00.046585
This is amazing!,acce,online_debate,stranger,0,1,0.77,Reaction to friendship,conv_3703,4,2026-05-02T06:19:00.030714
Best day ever!,disa,family,user,0,1,0.802,Reaction to friendship,conv_6005,5,2026-05-02T06:19:00.050389
COMPLETELY STUNNED!,amaz,healthcare,partner,0,3,0.899,Reaction to workplace,conv_7270,2,2026-05-02T06:19:00.047387
ASTONISHING!,amaz,workplace,partner,0,3,0.91,Reaction to family,conv_5889,5,2026-05-02T06:19:00.047682
DEVASTATED by this loss.,grie,family,friend,0,3,0.833,Reaction to friendship,conv_9555,8,2026-05-02T06:19:00.048020
PARALYZED WITH FEAR!,terr,workplace,agent,0,3,0.662,Reaction to family,conv_9553,2,2026-05-02T06:19:00.047146
Best day ever!,cont,romance,stranger,0,1,0.799,Reaction to online_debate,conv_2179,10,2026-05-02T06:19:00.051009
So happy about this!,sadn,healthcare,stranger,0,2,0.691,Reaction to workplace,conv_1499,9,2026-05-02T06:19:00.045314
HEARTBROKEN.,grie,romance,user,0,3,0.688,Reaction to healthcare,conv_6727,8,2026-05-02T06:19:00.047770
Best day ever!,appr,workplace,friend,0,2,0.837,Reaction to online_debate,conv_7217,8,2026-05-02T06:19:00.046080
Best day ever!,bore,education,agent,0,1,0.693,Reaction to romance,conv_9490,3,2026-05-02T06:19:00.031692
COMPLETELY STUNNED!,amaz,education,partner,0,3,0.722,Reaction to online_debate,conv_2053,4,2026-05-02T06:19:00.047509
Best day ever!,pens,friendship,partner,0,1,0.771,Reaction to customer_service,conv_9969,4,2026-05-02T06:19:00.031375
This is amazing!,remo,healthcare,stranger,0,1,0.584,Reaction to friendship,conv_8248,8,2026-05-02T06:19:00.050700
This is amazing!,disa,workplace,stranger,0,1,0.627,Reaction to family,conv_8099,2,2026-05-02T06:19:00.050273
Filled with wonder.,awe,education,agent,0,1,0.657,Reaction to family,conv_5272,9,2026-05-02T06:19:00.049829
ABSOLUTELY DESPISE THIS!,loat,online_debate,stranger,0,3,0.708,Reaction to workplace,conv_2847,10,2026-05-02T06:19:00.048061
This is amazing!,trus,romance,user,0,2,0.674,Reaction to healthcare,conv_6177,9,2026-05-02T06:19:00.044051
SEEING RED!,rage,family,user,0,3,0.837,Reaction to friendship,conv_3404,10,2026-05-02T06:19:00.048690
HEARTBROKEN.,grie,friendship,partner,0,3,0.65,Reaction to customer_service,conv_6716,8,2026-05-02T06:19:00.047834
Best day ever!,disa,education,friend,0,1,0.705,Reaction to friendship,conv_5021,4,2026-05-02T06:19:00.050335
This is amazing!,dist,workplace,stranger,0,1,0.572,Reaction to education,conv_1490,9,2026-05-02T06:19:00.031256
Overwhelmed.,awe,healthcare,agent,0,1,0.582,Reaction to healthcare,conv_5575,1,2026-05-02T06:19:00.050059
Best day ever!,bore,workplace,user,0,1,0.779,Reaction to family,conv_4529,2,2026-05-02T06:19:00.031661
So happy about this!,sere,healthcare,friend,0,1,0.807,Reaction to customer_service,conv_6047,1,2026-05-02T06:19:00.030555
So happy about this!,anno,healthcare,friend,0,1,0.725,Reaction to education,conv_6774,10,2026-05-02T06:19:00.032436
This is amazing!,disg,family,stranger,0,2,0.851,Reaction to workplace,conv_6645,9,2026-05-02T06:19:00.045542
Full of affection.,love,healthcare,friend,0,1,0.67,Reaction to education,conv_7557,3,2026-05-02T06:19:00.049300
So happy about this!,anno,workplace,agent,0,1,0.567,Reaction to romance,conv_6236,11,2026-05-02T06:19:00.032423
So happy about this!,appr,healthcare,user,0,2,0.662,Reaction to healthcare,conv_2619,1,2026-05-02T06:19:00.046154
Best day ever!,disa,friendship,user,0,1,0.635,Reaction to healthcare,conv_7530,5,2026-05-02T06:19:00.050128
So happy about this!,admi,customer_service,stranger,0,3,0.663,Reaction to healthcare,conv_9842,1,2026-05-02T06:19:00.046875
Best day ever!,bore,family,agent,0,1,0.653,Reaction to friendship,conv_6120,3,2026-05-02T06:19:00.031916
So happy about this!,ange,healthcare,user,0,2,0.897,Reaction to workplace,conv_9288,7,2026-05-02T06:19:00.046007
OVER THE MOON!,ecst,online_debate,stranger,0,3,0.948,Reaction to workplace,conv_5443,4,2026-05-02T06:19:00.046511
I'm worried something might go wrong.,fear,romance,partner,0,2,0.708,Reaction to online_debate,conv_7101,6,2026-05-02T06:19:00.044576
So happy about this!,bore,workplace,user,0,1,0.74,Reaction to online_debate,conv_6518,10,2026-05-02T06:19:00.031802
Best day ever!,dist,family,agent,0,1,0.619,Reaction to workplace,conv_7547,3,2026-05-02T06:19:00.031190
I'm worried something might go wrong.,fear,friendship,user,0,2,0.767,Reaction to healthcare,conv_4401,12,2026-05-02T06:19:00.044422
OVER THE MOON!,ecst,romance,user,0,3,0.899,Reaction to workplace,conv_9250,5,2026-05-02T06:19:00.046436
Best day ever!,ange,friendship,friend,0,2,0.679,Reaction to romance,conv_7046,6,2026-05-02T06:19:00.045712
Best day ever!,joy,customer_service,stranger,0,2,0.834,Reaction to customer_service,conv_9707,12,2026-05-02T06:19:00.043618
So happy about this!,trus,education,friend,0,2,0.884,Reaction to education,conv_7275,6,2026-05-02T06:19:00.044222
Best day ever!,surp,workplace,user,0,2,0.81,Reaction to healthcare,conv_5893,2,2026-05-02T06:19:00.044749
This is amazing!,acce,romance,agent,0,1,0.699,Reaction to family,conv_2834,2,2026-05-02T06:19:00.030828
Best day ever!,pens,romance,friend,0,1,0.566,Reaction to healthcare,conv_8449,6,2026-05-02T06:19:00.031448
Best day ever!,trus,customer_service,partner,0,2,0.92,Reaction to education,conv_3611,9,2026-05-02T06:19:00.043949
BLIND RAGE!,rage,romance,agent,0,3,0.848,Reaction to healthcare,conv_6486,2,2026-05-02T06:19:00.048425
